No.,Time,Source,Destination,Protocol,Length,Source Port,Destination Port,Info,Message
323,81.316570004,91.121.93.94,10.0.2.15,MQTT,1413,1883,35239,"Publish Message [metaverse/facility1/floor3/light], Publish Message [metaverse/facility1/floor3/humidity], Publish Message [metaverse/facility1/floor2/light], Publish Message [metaverse/facility1/area2], Publish Message [metaverse/facility1/area2/temperature], Publish Message [metaverse/facility1/room6], Publish Message [metaverse/facility1/room6/deposit], Publish Message [metaverse/facility1/section2], Publish Message [metaverse/department5]","{""type"": ""temperature"", ""lat"": 75, ""long"": 85, ""unit"": ""F"", ""range"": [3, 42], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 74, ""long"": 91, ""unit"": ""K"", ""range"": [8, 40], ""description"": ""Room Temperature""},{""unit"": ""F"", ""lat"": 58, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 74, ""range"": [8, 32]},{""long"": 92, ""range"": [2, 53], ""lat"": 80, ""type"": ""temperature"", ""unit"": ""K"", ""description"": ""Room Temperature""},{""long"": 50, ""range"": [8, 41], ""lat"": 46, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""},{""long"": 57, ""range"": [2, 44], ""lat"": 71, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""long"": 56, ""range"": [4, 53], ""lat"": 57, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""long"": 92, ""range"": [4, 50], ""lat"": 55, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""unit"": ""C"", ""lat"": 40, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 42, ""range"": [3, 50]}"
324,81.317761815,91.121.93.94,10.0.2.15,MQTT,158,1883,35239,Publish Message [metaverse/department2],"{""type"": ""temperature"", ""lat"": 82, ""long"": 52, ""unit"": ""C"", ""range"": [3, 58], ""description"": ""Room Temperature""}"
325,81.320342569,91.121.93.94,10.0.2.15,MQTT,1371,1883,43133,"Publish Message [university/department5], Publish Message [university/department5/room3], Publish Message [university/department2], Publish Message [university/department2/area3/light], Publish Message [university/department2/floor3], Publish Message [university/department2/section2/temperature], Publish Message [university/room1/room3/light], Publish Message [university/room2/area3/humidity], Publish Message [university/room2/section2]","{""unit"": ""C"", ""lat"": 58, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 93, ""range"": [4, 34]},{""unit"": ""C"", ""lat"": 94, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 45, ""range"": [3, 51]},{""type"": ""temperature"", ""lat"": 84, ""long"": 43, ""unit"": ""F"", ""range"": [2, 56], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 95, ""long"": 42, ""unit"": ""C"", ""range"": [8, 32], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 42, ""long"": 68, ""unit"": ""C"", ""range"": [4, 47], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 55, ""long"": 67, ""unit"": ""C"", ""range"": [8, 46], ""description"": ""Room Temperature""},{""unit"": ""F"", ""lat"": 77, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 76, ""range"": [1, 35]},{""type"": ""temperature"", ""lat"": 97, ""long"": 72, ""unit"": ""K"", ""range"": [0, 54], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 75, ""long"": 59, ""unit"": ""K"", ""range"": [9, 39], ""description"": ""Room Temperature""}"
326,81.32379112,91.121.93.94,10.0.2.15,MQTT,1413,1883,35239,"Publish Message [metaverse/department2/area1], Publish Message [metaverse/department2/room0/humidity], Publish Message [metaverse/building3], Publish Message [metaverse/building3], Publish Message [metaverse/building3/area2/humidity], Publish Message [metaverse/building3/area2/temperature], Publish Message [metaverse/building3/floor3/humidity], Publish Message [metaverse/building3/room0/temperature], Publish Message [metaverse/building3/section2]","{""description"": ""Room Temperature"", ""lat"": 90, ""unit"": ""F"", ""type"": ""temperature"", ""long"": 96, ""range"": [2, 51]},{""description"": ""Room Temperature"", ""lat"": 61, ""unit"": ""K"", ""type"": ""temperature"", ""long"": 77, ""range"": [3, 33]},{""range"": [7, 30], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""C"", ""lat"": 51, ""long"": 50},{""range"": [7, 30], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""C"", ""lat"": 51, ""long"": 50},{""range"": [6, 36], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""K"", ""lat"": 68, ""long"": 82},{""range"": [0, 32], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""C"", ""lat"": 70, ""long"": 68},{""range"": [8, 32], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""C"", ""lat"": 59, ""long"": 80},{""description"": ""Room Temperature"", ""lat"": 87, ""unit"": ""F"", ""type"": ""temperature"", ""long"": 56, ""range"": [3, 31]},{""range"": [4, 45], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""C"", ""lat"": 90, ""long"": 62}"
327,81.324690441,91.121.93.94,10.0.2.15,MQTT,1325,1883,35239,"Publish Message [metaverse/building3/section2/hydraulic_valve], Publish Message [metaverse/building4], Publish Message [metaverse/building4/area2], Publish Message [metaverse/building4/room6], Publish Message [metaverse/department4], Publish Message [metaverse/department4/floor3], Publish Message [metaverse/department4/room0], Publish Message [metaverse/department4/section2/deposit], Publish Message [metaverse/department6]","{""range"": [1, 54], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""C"", ""lat"": 66, ""long"": 75},{""long"": 67, ""range"": [5, 60], ""lat"": 55, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""long"": 49, ""range"": [7, 43], ""lat"": 44, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""},{""long"": 98, ""range"": [9, 43], ""lat"": 68, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""},{""range"": [1, 45], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""F"", ""lat"": 89, ""long"": 82},{""range"": [0, 57], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""K"", ""lat"": 41, ""long"": 84},{""range"": [8, 41], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""F"", ""lat"": 54, ""long"": 90},{""range"": [3, 54], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""K"", ""lat"": 54, ""long"": 42},{""long"": 51, ""range"": [0, 33], ""lat"": 95, ""type"": ""temperature"", ""unit"": ""K"", ""description"": ""Room Temperature""}"
328,81.337770941,91.121.93.94,10.0.2.15,MQTT,1413,1883,35239,"Publish Message [metaverse/department6/floor3], Publish Message [metaverse/department6/room6], Publish Message [metaverse/department6/section2], Publish Message [metaverse/facility2], Publish Message [metaverse/facility2/area2], Publish Message [metaverse/facility2/section2], Publish Message [metaverse/facility3/area1/hydraulic_valve], Publish Message [metaverse/room1], Publish Message [metaverse/room1/area2]","{""long"": 44, ""range"": [8, 31], ""lat"": 82, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""},{""long"": 91, ""range"": [1, 37], ""lat"": 53, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""},{""long"": 85, ""range"": [4, 58], ""lat"": 53, ""type"": ""temperature"", ""unit"": ""K"", ""description"": ""Room Temperature""},{""range"": [3, 41], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""C"", ""lat"": 100, ""long"": 63},{""range"": [8, 59], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""C"", ""lat"": 40, ""long"": 53},{""range"": [2, 55], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""F"", ""lat"": 67, ""long"": 87},{""description"": ""Room Temperature"", ""lat"": 80, ""unit"": ""F"", ""type"": ""temperature"", ""long"": 93, ""range"": [1, 53]},{""long"": 90, ""range"": [6, 53], ""lat"": 83, ""type"": ""temperature"", ""unit"": ""C"", ""description"": ""Room Temperature""},{""long"": 46, ""range"": [7, 50], ""lat"": 42, ""type"": ""temperature"", ""unit"": ""K"", ""description"": ""Room Temperature""}"
329,81.338419788,91.121.93.94,10.0.2.15,MQTT,1413,1883,35239,"Publish Message [metaverse/room1/section2], Publish Message [metaverse/room1/section2/hydraulic_valve], Publish Message [university/building5], Publish Message [university/building5], Publish Message [university/building5/floor3/deposit], Publish Message [university/facility1], Publish Message [university/facility1], Publish Message [university/facility1/room3/hydraulic_valve], Publish Message [university/department5]","{""long"": 85, ""range"": [1, 59], ""lat"": 51, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""},{""long"": 95, ""range"": [10, 37], ""lat"": 63, ""type"": ""temperature"", ""unit"": ""F"", ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 78, ""long"": 74, ""unit"": ""F"", ""range"": [3, 45], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 78, ""long"": 74, ""unit"": ""F"", ""range"": [3, 45], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 84, ""long"": 74, ""unit"": ""C"", ""range"": [3, 60], ""description"": ""Room Temperature""},{""unit"": ""F"", ""lat"": 84, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 97, ""range"": [7, 53]},{""unit"": ""F"", ""lat"": 84, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 97, ""range"": [7, 53]},{""type"": ""temperature"", ""lat"": 97, ""long"": 93, ""unit"": ""C"", ""range"": [0, 47], ""description"": ""Room Temperature""},{""unit"": ""C"", ""lat"": 58, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 93, ""range"": [4, 34]}"
330,81.344031679,91.121.93.94,10.0.2.15,MQTT,211,1883,35239,"Publish Message [university/department5], Publish Message [university/department5/room3]","{""unit"": ""C"", ""lat"": 58, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 93, ""range"": [4, 34]},{""unit"": ""C"", ""lat"": 94, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 45, ""range"": [3, 51]}"
331,81.350540091,91.121.93.94,10.0.2.15,MQTT,1413,1883,35239,"Publish Message [university/department2], Publish Message [university/department2], Publish Message [university/department2/area3/light], Publish Message [university/department2/floor3], Publish Message [university/department2/section2/temperature], Publish Message [university/room1/room3/light], Publish Message [university/room2/area3/humidity], Publish Message [university/room2/section2], Publish Message [hospital/room2/floor3/light]","{""type"": ""temperature"", ""lat"": 84, ""long"": 43, ""unit"": ""F"", ""range"": [2, 56], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 84, ""long"": 43, ""unit"": ""F"", ""range"": [2, 56], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 95, ""long"": 42, ""unit"": ""C"", ""range"": [8, 32], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 42, ""long"": 68, ""unit"": ""C"", ""range"": [4, 47], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 55, ""long"": 67, ""unit"": ""C"", ""range"": [8, 46], ""description"": ""Room Temperature""},{""unit"": ""F"", ""lat"": 77, ""type"": ""temperature"", ""description"": ""Room Temperature"", ""long"": 76, ""range"": [1, 35]},{""type"": ""temperature"", ""lat"": 97, ""long"": 72, ""unit"": ""K"", ""range"": [0, 54], ""description"": ""Room Temperature""},{""type"": ""temperature"", ""lat"": 75, ""long"": 59, ""unit"": ""K"", ""range"": [9, 39], ""description"": ""Room Temperature""},{""range"": [1, 52], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""C"", ""lat"": 70, ""long"": 100}"
332,81.351131416,91.121.93.94,10.0.2.15,MQTT,162,1883,35239,Publish Message [hospital/room2/section2/deposit],"{""range"": [3, 32], ""description"": ""Room Temperature"", ""type"": ""temperature"", ""unit"": ""C"", ""lat"": 68, ""long"": 96}"
333,96.850270083,127.0.0.1,127.0.0.1,MQTT,92,39735,1883,Connect Command,
334,96.851141238,127.0.0.1,127.0.0.1,MQTT,72,1883,39735,Connect Ack[Malformed Packet],
335,97.038045065,10.0.2.15,52.29.173.150,MQTT,58,55677,1883,Ping Request,
336,97.054565863,52.29.173.150,10.0.2.15,MQTT,62,1883,55677,Ping Response,
337,119.110239888,10.0.2.15,52.29.173.150,MQTT,58,57265,1883,Ping Request,
338,119.130895551,52.29.173.150,10.0.2.15,MQTT,62,1883,57265,Ping Response,
339,128.157276392,10.0.2.15,3.65.137.17,MQTT,58,34039,1883,Ping Request,
340,128.170929674,3.65.137.17,10.0.2.15,MQTT,62,1883,34039,Ping Response,
341,141.169626773,10.0.2.15,52.29.173.150,MQTT,58,55677,1883,Ping Request,
342,141.190949952,52.29.173.150,10.0.2.15,MQTT,62,1883,55677,Ping Response,
343,144.684349788,10.0.2.15,91.121.93.94,MQTT,58,43133,1883,Ping Request,
344,144.717693773,91.121.93.94,10.0.2.15,MQTT,62,1883,43133,Ping Response,
345,144.825725054,127.0.0.1,127.0.0.1,MQTT,91,47887,1883,Connect Command,
346,144.827151441,127.0.0.1,127.0.0.1,MQTT,72,1883,47887,Connect Ack[Malformed Packet],
347,160.854466552,127.0.0.1,127.0.0.1,MQTT,92,43869,1883,Connect Command,
348,160.855368912,127.0.0.1,127.0.0.1,MQTT,72,1883,43869,Connect Ack[Malformed Packet],
349,174.241365441,10.0.2.15,52.29.173.150,MQTT,58,57265,1883,Ping Request,
350,174.257927972,52.29.173.150,10.0.2.15,MQTT,62,1883,57265,Ping Response,
351,185.260386988,10.0.2.15,52.29.173.150,MQTT,58,55677,1883,Ping Request,
352,185.280895965,52.29.173.150,10.0.2.15,MQTT,62,1883,55677,Ping Response,
353,193.842238079,127.0.0.1,127.0.0.1,MQTT,95,57679,1883,Connect Command,
354,193.842276283,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Connect Ack,
355,194.844324634,127.0.0.1,127.0.0.1,MQTT,207,57679,1883,Publish Message [university/room1/area0],"{""unit"": ""K"", ""long"": 56, ""description"": ""Room Temperature"", ""lat"": 55, ""range"": [1, 48], ""type"": ""temperature""}"
356,194.953584297,127.0.0.1,127.0.0.1,MQTT,211,57679,1883,Publish Message [factory/building2/section2],"{""unit"": ""F"", ""long"": 98, ""description"": ""Room Temperature"", ""lat"": 73, ""range"": [3, 48], ""type"": ""temperature""}"
357,195.864739036,10.0.2.15,3.65.137.17,MQTT,122,41083,1883,Connect Command,
358,195.885051401,3.65.137.17,10.0.2.15,MQTT,62,1883,41083,Connect Ack,
359,195.954625371,127.0.0.1,127.0.0.1,MQTT,210,57679,1883,Publish Message (id=3) [hospital/room1/section2],"{""unit"": ""F"", ""long"": 92, ""description"": ""Room Temperature"", ""lat"": 77, ""range"": [7, 45], ""type"": ""temperature""}"
360,195.954725204,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Received (id=3),
361,196.866098245,10.0.2.15,3.65.137.17,MQTT,79,41083,1883,Publish Message [factory/department2],
362,197.563900644,127.0.0.1,127.0.0.1,MQTT,97,57679,1883,Publish Message (id=4) [factory/building2/area0],
363,197.564268233,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Ack (id=4),
364,197.784654002,10.0.2.15,3.65.137.17,MQTT,82,41083,1883,Publish Message (id=2) [hospital/room1/room6],
365,197.806452652,52.29.173.150,10.0.2.15,MQTT,83,1883,60609,Publish Message (id=151) [hospital/room1/room6],
366,197.807811731,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Received (id=151),
367,197.810352612,3.65.137.17,10.0.2.15,MQTT,62,1883,41083,Publish Received (id=2),
368,197.836218224,52.29.173.150,10.0.2.15,MQTT,62,1883,60609,Publish Release (id=151),
369,197.836747119,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Complete (id=151),
370,197.851311096,127.0.0.1,127.0.0.1,MQTT,96,38975,1883,Connect Command,
371,197.851599152,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Connect Ack,
372,197.855003236,127.0.0.1,127.0.0.1,MQTT,120,51249,1883,Connect Command,
373,197.855431102,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Connect Ack,
374,197.880368506,10.0.2.15,52.29.173.150,MQTT,77,36665,1883,Connect Command,
375,197.903985432,52.29.173.150,10.0.2.15,MQTT,67,1883,36665,Connect Ack,
376,198.10168423,10.0.2.15,3.65.137.17,MQTT,200,41083,1883,Publish Message (id=3) [factory/department2/area0],"{""unit"": ""F"", ""long"": 80, ""description"": ""Room Temperature"", ""lat"": 63, ""range"": [4, 47], ""type"": ""temperature""}"
377,198.127391941,3.65.137.17,10.0.2.15,MQTT,62,1883,41083,Publish Received (id=3),
378,198.729054313,10.0.2.15,3.65.137.17,MQTT,203,41083,1883,Publish Message (id=4) [factory/department2/section2],"{""unit"": ""K"", ""long"": 81, ""description"": ""Room Temperature"", ""lat"": 59, ""range"": [3, 43], ""type"": ""temperature""}"
379,198.747057775,3.65.137.17,10.0.2.15,MQTT,62,1883,41083,Publish Received (id=4),
380,198.855979621,127.0.0.1,127.0.0.1,MQTT,205,38975,1883,Publish Message (id=1) [hospital/facility2],"{""unit"": ""K"", ""long"": 71, ""description"": ""Room Temperature"", ""lat"": 70, ""range"": [1, 49], ""type"": ""temperature""}"
381,198.856045189,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=1),
382,198.856166227,127.0.0.1,127.0.0.1,MQTT,107,51249,1883,Publish Message (id=1) [hospital/department2/floor3/light],
383,198.856319882,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Ack (id=1),
384,198.881945957,10.0.2.15,52.29.173.150,MQTT,194,36665,1883,Publish Message (id=1) [hospital/facility2],"{""unit"": ""K"", ""long"": 43, ""description"": ""Room Temperature"", ""lat"": 56, ""range"": [8, 48], ""type"": ""temperature""}"
385,198.90105218,52.29.173.150,10.0.2.15,MQTT,194,1883,60609,Publish Message (id=201) [hospital/facility2],"{""unit"": ""K"", ""long"": 43, ""description"": ""Room Temperature"", ""lat"": 56, ""range"": [8, 48], ""type"": ""temperature""}"
386,198.90106956,3.65.137.17,10.0.2.15,MQTT,191,1883,34039,Publish Message [hospital/facility2],"{""unit"": ""K"", ""long"": 43, ""description"": ""Room Temperature"", ""lat"": 56, ""range"": [8, 48], ""type"": ""temperature""}"
387,198.901578536,10.0.2.15,52.29.173.150,MQTT,60,60609,1883,Publish Ack (id=201),
388,198.905015004,52.29.173.150,10.0.2.15,MQTT,62,1883,36665,Publish Ack (id=1),
389,198.911804043,52.29.173.150,10.0.2.15,MQTT,194,1883,57265,Publish Message (id=151) [hospital/facility2],"{""unit"": ""K"", ""long"": 43, ""description"": ""Room Temperature"", ""lat"": 56, ""range"": [8, 48], ""type"": ""temperature""}"
390,198.912111477,10.0.2.15,52.29.173.150,MQTT,60,57265,1883,Publish Ack (id=151),
391,198.962979105,127.0.0.1,127.0.0.1,MQTT,209,57679,1883,Publish Message [hospital/facility2/room6],"{""unit"": ""K"", ""long"": 54, ""description"": ""Room Temperature"", ""lat"": 56, ""range"": [1, 49], ""type"": ""temperature""}"
392,199.029236236,127.0.0.1,127.0.0.1,MQTT,98,38975,1883,Publish Message [university/facility2/room6],
393,199.5768524,127.0.0.1,127.0.0.1,MQTT,98,57679,1883,Publish Message (id=6) [hospital/building2/room6],
394,199.577377317,127.0.0.1,127.0.0.1,MQTT,72,1883,57679,Publish Ack (id=6),
395,199.840537088,10.0.2.15,3.65.137.17,MQTT,218,41083,1883,Publish Message (id=5) [university/building2/floor3/hydraulic_valve],"{""unit"": ""K"", ""long"": 66, ""description"": ""Room Temperature"", ""lat"": 42, ""range"": [8, 50], ""type"": ""temperature""}"
396,199.864301277,3.65.137.17,10.0.2.15,MQTT,62,1883,41083,Publish Ack (id=5),
397,199.89211513,10.0.2.15,91.121.93.94,MQTT,129,56513,1883,Connect Command,
398,199.925754777,91.121.93.94,10.0.2.15,MQTT,62,1883,56513,Connect Ack,
399,200.554669287,127.0.0.1,127.0.0.1,MQTT,210,51249,1883,Publish Message [metaverse/facility2/area0],"{""unit"": ""F"", ""long"": 73, ""description"": ""Room Temperature"", ""lat"": 64, ""range"": [5, 43], ""type"": ""temperature""}"
400,200.582767134,127.0.0.1,127.0.0.1,MQTT,220,38975,1883,Publish Message (id=3) [university/building2/floor3/light],"{""unit"": ""K"", ""long"": 48, ""description"": ""Room Temperature"", ""lat"": 87, ""range"": [9, 34], ""type"": ""temperature""}"
401,200.58335702,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=3),
402,200.689434032,127.0.0.1,127.0.0.1,MQTT,216,57679,1883,Publish Message [university/room1/floor3/deposit],"{""unit"": ""F"", ""long"": 62, ""description"": ""Room Temperature"", ""lat"": 93, ""range"": [7, 54], ""type"": ""temperature""}"
403,200.707313335,127.0.0.1,127.0.0.1,MQTT,229,38975,1883,Publish Message (id=4) [hospital/department2/area0/hydraulic_valve],"{""unit"": ""K"", ""long"": 80, ""description"": ""Room Temperature"", ""lat"": 96, ""range"": [3, 59], ""type"": ""temperature""}"
404,200.707768397,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Received (id=4),
405,200.824157782,10.0.2.15,52.29.173.150,MQTT,198,36665,1883,Publish Message (id=2) [university/department2],"{""unit"": ""C"", ""long"": 62, ""description"": ""Room Temperature"", ""lat"": 46, ""range"": [9, 32], ""type"": ""temperature""}"
406,200.848879534,52.29.173.150,10.0.2.15,MQTT,62,1883,36665,Publish Received (id=2),
407,200.893619376,10.0.2.15,91.121.93.94,MQTT,201,56513,1883,Publish Message (id=1) [metaverse/building2/floor3],"{""unit"": ""F"", ""long"": 94, ""description"": ""Room Temperature"", ""lat"": 67, ""range"": [3, 60], ""type"": ""temperature""}"
408,200.921752708,91.121.93.94,10.0.2.15,MQTT,62,1883,56513,Publish Ack (id=1),
409,200.922716031,91.121.93.94,10.0.2.15,MQTT,201,1883,35239,Publish Message (id=7) [metaverse/building2/floor3],"{""unit"": ""F"", ""long"": 94, ""description"": ""Room Temperature"", ""lat"": 67, ""range"": [3, 60], ""type"": ""temperature""}"
410,200.923758758,10.0.2.15,91.121.93.94,MQTT,60,35239,1883,Publish Ack (id=7),
411,200.937980652,10.0.2.15,3.65.137.17,MQTT,193,41083,1883,Publish Message [university/building2],"{""unit"": ""F"", ""long"": 81, ""description"": ""Room Temperature"", ""lat"": 72, ""range"": [4, 34], ""type"": ""temperature""}"
412,200.973290471,10.0.2.15,3.65.137.17,MQTT,218,41083,1883,Publish Message (id=7) [university/facility2/room6/hydraulic_valve],"{""unit"": ""F"", ""long"": 40, ""description"": ""Room Temperature"", ""lat"": 47, ""range"": [10, 57], ""type"": ""temperature""}"
413,200.998596089,3.65.137.17,10.0.2.15,MQTT,62,1883,41083,Publish Ack (id=7),
414,201.224437893,10.0.2.15,52.29.173.150,MQTT,193,36665,1883,Publish Message (id=3) [factory/building2],"{""unit"": ""C"", ""long"": 51, ""description"": ""Room Temperature"", ""lat"": 42, ""range"": [1, 40], ""type"": ""temperature""}"
415,201.249243171,52.29.173.150,10.0.2.15,MQTT,62,1883,36665,Publish Ack (id=3),
416,201.296858096,127.0.0.1,127.0.0.1,MQTT,216,57679,1883,Publish Message [university/room1/floor3/deposit],"{""unit"": ""F"", ""long"": 56, ""description"": ""Room Temperature"", ""lat"": 54, ""range"": [2, 52], ""type"": ""temperature""}"
417,201.460992562,10.0.2.15,3.65.137.17,MQTT,195,41083,1883,Publish Message [metaverse/room1/floor3],"{""unit"": ""K"", ""long"": 60, ""description"": ""Room Temperature"", ""lat"": 60, ""range"": [8, 30], ""type"": ""temperature""}"
418,201.898491317,10.0.2.15,91.121.93.94,MQTT,87,46495,1883,Connect Command,
419,201.93436524,91.121.93.94,10.0.2.15,MQTT,67,1883,46495,Connect Ack,
420,201.943563886,127.0.0.1,127.0.0.1,MQTT,211,51249,1883,Publish Message (id=3) [metaverse/room1/section2],"{""unit"": ""C"", ""long"": 46, ""description"": ""Room Temperature"", ""lat"": 98, ""range"": [5, 48], ""type"": ""temperature""}"
421,201.944877707,127.0.0.1,127.0.0.1,MQTT,72,1883,51249,Publish Received (id=3),
422,202.007222708,10.0.2.15,3.65.137.17,MQTT,207,41083,1883,Publish Message (id=9) [university/building2/room6/light],"{""unit"": ""K"", ""long"": 76, ""description"": ""Room Temperature"", ""lat"": 71, ""range"": [5, 48], ""type"": ""temperature""}"
423,202.026607765,3.65.137.17,10.0.2.15,MQTT,62,1883,41083,Publish Received (id=9),
424,202.056733545,10.0.2.15,52.29.173.150,MQTT,208,36665,1883,Publish Message [metaverse/building2/section2/light],"{""unit"": ""K"", ""long"": 69, ""description"": ""Room Temperature"", ""lat"": 60, ""range"": [3, 57], ""type"": ""temperature""}"
425,202.190520208,10.0.2.15,3.65.137.17,MQTT,199,41083,1883,Publish Message (id=10) [factory/facility2/floor3],"{""unit"": ""F"", ""long"": 59, ""description"": ""Room Temperature"", ""lat"": 93, ""range"": [1, 31], ""type"": ""temperature""}"
426,202.213375623,3.65.137.17,10.0.2.15,MQTT,62,1883,41083,Publish Ack (id=10),
427,202.518569445,127.0.0.1,127.0.0.1,MQTT,207,38975,1883,Publish Message (id=5) [hospital/department2],"{""unit"": ""K"", ""long"": 46, ""description"": ""Room Temperature"", ""lat"": 42, ""range"": [6, 34], ""type"": ""temperature""}"
428,202.518992842,127.0.0.1,127.0.0.1,MQTT,72,1883,38975,Publish Ack (id=5),
429,202.847662755,10.0.2.15,91.121.93.94,MQTT,195,56513,1883,Publish Message (id=2) [university/facility2],"{""unit"": ""K"", ""long"": 54, ""description"": ""Room Temperature"", ""lat"": 48, ""range"": [9, 52], ""type"": ""temperature""}"
430,202.875250435,91.121.93.94,10.0.2.15,MQTT,195,1883,35239,Publish Message (id=8) [university/facility2],"{""unit"": ""K"", ""long"": 54, ""description"": ""Room Temperature"", ""lat"": 48, ""range"": [9, 52], ""type"": ""temperature""}"
431,202.876175601,91.121.93.94,10.0.2.15,MQTT,62,1883,56513,Publish Ack (id=2),
432,202.876250314,91.121.93.94,10.0.2.15,MQTT,193,1883,43133,Publish Message [university/facility2],"{""unit"": ""K"", ""long"": 54, ""description"": ""Room Temperature"", ""lat"": 48, ""range"": [9, 52], ""type"": ""temperature""}"
433,202.87771034,10.0.2.15,91.121.93.94,MQTT,60,35239,1883,Publish Ack (id=8),
434,202.881496313,91.121.93.94,10.0.2.15,MQTT,195,1883,35239,Publish Message (id=9) [university/facility2],"{""unit"": ""K"", ""long"": 54, ""description"": ""Room Temperature"", ""lat"": 48, ""range"": [9, 52], ""type"": ""temperature""}"
435,202.882201157,10.0.2.15,91.121.93.94,MQTT,60,35239,1883,Publish Ack (id=9),
436,202.885837001,127.0.0.1,127.0.0.1,MQTT,207,38975,1883,Publish Message [university/room1/room6],"{""unit"": ""K"", ""long"": 54, ""description"": ""Room Temperature"", ""lat"": 57, ""range"": [7, 51], ""type"": ""temperature""}"
437,202.90012759,10.0.2.15,91.121.93.94,MQTT,195,46495,1883,Publish Message (id=1) [metaverse/facility2],"{""unit"": ""C"", ""long"": 60, ""description"": ""Room Temperature"", ""lat"": 41, ""range"": [1, 45], ""type"": ""temperature""}"
438,202.918407326,10.0.2.15,91.121.93.94,MQTT,86,47383,1883,Connect Command,
439,202.928771655,91.121.93.94,10.0.2.15,MQTT,62,1883,46495,Publish Received (id=1),
440,202.951855508,91.121.93.94,10.0.2.15,MQTT,67,1883,47383,Connect Ack,
